NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	POS
1982	back or chest pain (felt when limbs move)	1291	BACK	noun
1983	back, rear (of sth)	1291	BACK	noun
5014	in the rear, in back	1291	BACK	noun
1970	awl for puncturing wooden handles (of hoe, ax, etc.)	677	AXE	noun
1971	ax (general word)	677	AXE	noun
1973	ax (long thin blade at sharp angle to handle)	677	AXE	noun
2884	chop (sth hard, e.g. tree roots or bone) into small pieces with a knife or ax	677	AXE	noun
958	(sb) avoid (sth taboo)	3639	AVOID	verb
4598	harvest (millet or sorghum) by uprooting the entire stem with a hoe	3327	AUTUMN OR HARVEST SEASON	other
4600	harvest (millet, sorghum) with a knife (verb only)	3327	AUTUMN OR HARVEST SEASON	other
4605	harvest (vegetables such as okra and tomatoes, and peanuts)	3327	AUTUMN OR HARVEST SEASON	other
4611	harvest season	3327	AUTUMN OR HARVEST SEASON	other
4615	harvest, break off (millet grain spikes, from their stems) by hand	3327	AUTUMN OR HARVEST SEASON	other
1964	autumn, post-harvest season (November-December)	1276	AUTUMN	noun
1965	autumn, season after rains (October-January)	1276	AUTUMN	noun
2075	be autumn, post-harvest season (November-December)	1276	AUTUMN	noun
6059	mother's younger sister	1272	AUNT	noun
58	(European) eggplant	1146	AUBERGINE	noun
1956	attack (cover) (e.g. a village)	722	ATTACK	noun
1957	attack, (attackers) descend on	722	ATTACK	noun
3891	fall (on), attack	722	ATTACK	noun
1936	at first, initially, first (adverb)	2915	AT FIRST	other
2911	claw into or at, push one's fingertip or nail deeply into (skin, millet grains on spike, mango fruit)	1461	AT	other
1932	assemble (tr), gather together (tr), bring together	3638	ASSEMBLE (GET TOGETHER)	verb
7122	request, ask for (sth)	1828	ASK (REQUEST)	verb
1922	ask (a question) (verb only)	1309	ASK (INQUIRE)	verb
1923	ask (a small favor, not requiring motion) (verb only)	1309	ASK (INQUIRE)	verb
1924	ask (the price)	1309	ASK (INQUIRE)	verb
2072	be ashamed (e.g. of an action)	1894	ASHAMED	adjective
1921	ashes	646	ASH	noun
1917	arrow	977	ARROW	noun
1914	arrive here (where the speaker is)	1387	ARRIVE	verb
1907	arrange (e.g. people, chairs) side by side in one or more rows	1568	ARRANGE	verb
1910	arrange, lay out, place (objects) side by side	1568	ARRANGE	verb
1911	arrange, organize (objects) in the proper arrangement and positions	1568	ARRANGE	verb
4272	get (baggage) ready, arrange (baggage)	1568	ARRANGE	verb
253	(colonial) army	1561	ARMY	noun
1902	armpit, underarm (where infant is grabbed)	1886	ARMPIT	noun
4548	hand, arm	2121	ARM OR HAND	noun
1900	arm	1673	ARM	noun
2513	break or cut off the end of (stick, arm, leg)	1673	ARM	noun
5502	limb (leg or arm)	1673	ARM	noun
1894	area under house or granary (where a woman goes to give birth)	2632	AREA UNDER HOUSE	noun
953	(sb's) zone, area	2980	AREA	noun
1899	area, zone	2980	AREA	noun
1884	approach, come close	1778	APPROACH	verb
2998	come near, approach (here)	1778	APPROACH	verb
1872	anxiety (while waiting for news)	1000	ANXIETY	noun
1871	anvil	1648	ANVIL	noun
1870	anus	1935	ANUS	noun
1868	anthill, wide concave mound of army ants	1873	ANTHILL	noun
9145	very thin (small but elongated object, e.g. twig or ant)	587	ANT	noun
1865	answer, reply to (sb)	1275	ANSWER	verb
1859	announce, proclaim	9	ANNOUNCE	verb
1852	ankle	803	ANKLE	noun
861	(pond) consume (drowned person or animal)	619	ANIMAL	noun
879	(rain) drench (person, animal)	619	ANIMAL	noun
3513	dominant, unusually large (person, animal) (adverb)	619	ANIMAL	noun
3954	feeble, having lost strength (person, animal)	619	ANIMAL	noun
4232	full size (of a grown-up person or animal)	619	ANIMAL	noun
5807	massacring, killing en masse (people, animal, etc.) (intensive)	619	ANIMAL	noun
6168	natural spot (on clothing, animal, etc.)	619	ANIMAL	noun
6629	pit-trap covered e.g. by a mat, to trap a person or animal	619	ANIMAL	noun
6959	raise (child, animal, plant) to maturity	619	ANIMAL	noun
7310	runty (undersized) and weak (person or animal)	619	ANIMAL	noun
7730	skinny-buttocks (person or animal, derogatory)	619	ANIMAL	noun
1836	anger	82	ANGER	noun
5684	make (sb) angry, anger (sb)	82	ANGER	noun
1831	and (X and Y, nouns)	1577	AND	other
4030	finish mixing (earth) with water by stomping, massaging, and/or stirring with daba	1577	AND	other
7550	shave the edges of the beard of (sb, leaving a goatee, a mustache, and/or a thin strip from sideburns to chin)	1577	AND	other
1828	ancestor	1669	ANCESTORS	noun
1829	ancestors (collective)	1669	ANCESTORS	noun
1081	(sb) protect oneself (by carrying a weapon, amulet, etc.)	2804	AMULET	noun
1443	Arabic writing (on tablet or amulet)	2804	AMULET	noun
1821	amulet, talisman (wallet worn on body containing protective blessings or spells written by a holy man)	2804	AMULET	noun
1822	amulet, talisman on side of body (on long cord slung over shoulder)	2804	AMULET	noun
1823	amulet, talisman with belt worn on waist	2804	AMULET	noun
1815	amount, quantity (e.g. of sugar)	2987	AMOUNT	noun
8860	trivial or insufficient thing or amount	2987	AMOUNT	noun
460	(event) be amazing	1863	AMAZING	adjective
1803	always	1676	ALWAYS	other
1799	alone (adverb)	1964	ALONE	adjective
782	(not) at all!	98	ALL	other
1784	all, entirely (interjection-like adverbial)	98	ALL	other
1785	all, every	98	ALL	other
3803	everything	98	ALL	other
3804	everything (intensifier)	98	ALL	other
151	(any) alcoholic beverage	404	ALCOHOL (FERMENTED DRINK)	noun
1772	airplane	1597	AIRPLANE	noun
5585	look up at (e.g. tree, airplane, mountain)	1597	AIRPLANE	noun
6646	plane (wooden tool handles), trim with a plane	1597	AIRPLANE	noun
1770	air (e.g. in tire)	27	AIR	noun
1771	air, atmosphere (that one breathes)	27	AIR	noun
1766	agreement, accord	3644	AGREEMENT	noun
5142	join a pact or agreement (with)	3644	AGREEMENT	noun
1761	age (of sb)	1789	AGE	noun
1762	age (verb), cause (sb, sth) to get old	1789	AGE	noun
4281	get old, age (verb)	1789	AGE	noun
6321	old age	1789	AGE	noun
2199	be up close to or against (sth)	2469	AGAINST	adjective
1760	again, once more	204	AGAIN	other
1759	afternoon (2 PM to dusk)	1807	AFTERNOON	noun
4013	find acceptable, admit or accept (sth/sb, after an evaluation)	2022	ADMIT	verb
1431	Adam's apple (man's)	802	ADAM'S APPLE	noun
1642	accuse, denounce (sb)	1814	ACCUSE	verb
1627	above (adverb), overhead	1741	ABOVE	other
1628	above (sth)	1741	ABOVE	other
1621	ability, capability	2527	ABILITY	noun
1617	abandon, cease practicing (e.g. a ritual)	1097	ABANDON	noun
1618	abandon, leave (a place) permanently	1097	ABANDON	noun
NUMBER	ENGLISH			
1	(1Pl alienable possessor, all forms)			
2	(1Pl all-purpose possessor)			
3	(1Pl inalienable possessor)			
4	(1Pl independent pronoun)			
5	(1Pl subject pronominal)			
6	(1Sg accusative, irregular only)			
7	(1Sg alienable possessor, all forms)			
8	(1Sg all-purpose possessor)			
9	(1Sg dative (irregular)			
10	(1Sg inalienable possessor)			
11	(1Sg independent pronoun)			
12	(1Sg subject pronominal)			
13	(2Pl alienable possessor, all forms)			
14	(2Pl all-purpose possessor)			
15	(2Pl inalienable possessor)			
16	(2Pl independent pronoun)			
17	(2Pl subject pronominal)			
18	(2Sg alienable possessor, all forms)			
19	(2Sg all-purpose possessor)			
20	(2Sg inalienable possessor)			
21	(2Sg independent pronoun)			
22	(2Sg subject pronominal)			
23	(3Pl all-purpose alienable possessor)			
24	(3Pl all-purpose inalienable possessor)			
25	(3Pl all-purpose independent pronoun)			
26	(3Pl all-purpose possessor)			
27	(3Pl all-purpose subject pronominal)			
28	(3Pl animate [including human] pronoun)			
29	(3Pl animate all-purpose possessor)			
30	(3Pl human alienable possessor, all forms)			
31	(3Pl human all-purpose possessor)			
32	(3Pl human inalienable possessor)			
33	(3Pl human pronoun)			
34	(3Pl human subject pronominal)			
35	(3Pl inanimate (subject pronominal)			
36	(3Pl inanimate all-purpose possessor)			
37	(3Pl inanimate pronoun)			
38	(3Sg all-purpose alienable possessor)			
39	(3Sg all-purpose inalienable possessor)			
40	(3Sg all-purpose independent pronoun)			
41	(3Sg all-purpose possessor)			
42	(3Sg animate [including human] pronoun)			
43	(3Sg animate all-purpose possessor)			
44	(3Sg human alienable possessor, all forms)			
45	(3Sg human all-purpose possessor)			
46	(3Sg human inalienable possessor)			
47	(3Sg human pronoun)			
48	(3Sg human subject pronominal)			
49	(3Sg inanimate alienable possessor, all forms)			
50	(3Sg inanimate all-purpose possessor)			
51	(3Sg inanimate inalienable possessor)			
52	(3Sg inanimate pronoun)			
53	(3Sg inanimate subject pronominal)			
54	(Accusative)			
55	(Christian) pray to God			
56	(Christians) get married, have their wedding			
57	(Dative postposition)			
59	(Existential particle, with 'be' and 'have')			
60	(God) bring about, (God) grant (that an event happen)			
61	(God) create (sth)			
62	(God) make (sb) be well			
64	(God) provide (e.g. health)			
65	(God) reveal (sth)			
66	(God) spare (sb, e.g. from death)			
67	(I entrust sth, sb) to God and to you			
68	(Imperative positive Pl suffix)			
69	(Instrumental postposition)			
70	(Locative, basic postposition)			
71	(Muslim fortune-teller) tell fortunes			
73	(Muslim worshipers) stand in rows (for prayer)			
74	(Muslim) bow and place hands on knees (in prayer)			
75	(Muslim) perform an individual devotional prayer			
78	(Muslim) prostrate oneself (in prayer) with forehead touching the ground			
79	(Muslim) raise hands to head (in prayer)			
80	(Muslim) say one's beads (with rosary)			
81	(Muslim) sit up (in prayer, after a prosternation)			
82	(Muslim) speak Arabic greetings while sitting (during a prayer)			
83	(Past morpheme, conjugatable)			
84	(Past morpheme, invariant)			
88	(a single) new branch growing from a cut-off branch stump			
94	(a) challenge (to sb, to do sth)			
95	(a) death take place			
98	(a) greeting			
100	(a) kick with hind leg (of donkey etc.)			
101	(a) length of thread (that one attaches to a sewing needle)			
103	(a) purchase, act of buying			
104	(a) reproach, criticism (e.g. for a social faux pas)			
110	(a) slap			
114	(a) theft			
115	(acrobat) perform lateral cartwheels (moving at right angles to the torso)			
116	(act of) breaking one's fast			
117	(act of) coming, arrival (here)			
118	(act of) fasting			
119	(act of) going and coming			
120	(act of) greeting			
121	(act of) greeting (someone at work, or returning from work)			
122	(act of) vomiting			
123	(act) be allowed, be licit (=not forbidden) by Islam			
124	(act) be forbidden (e.g. by parents)			
125	(act) be forbidden by Islam			
126	(action) be possible (for sb)			
127	(action, behavior) be right, appropriate, normal			
128	(adjectival class suffixes if different from nouns)			
131	(amulet) protect (sb) from harm			
132	(an) opportunity, (a) chance (e.g. to buy or sell sth)			
133	(animal hide) become supple (not stiff)			
134	(animal hide, leaf) curl up (as it dries)			
135	(animal that one could slaughter) die without being slaughtered (so it cannot be eaten by Muslims)			
136	(animal) be fattened			
137	(animal) be in good condition, be good-sized			
139	(animal) come home (for the night)			
140	(animal) skim off (leaves, from a branch) (verb only)			
141	(animal) skim off leaves while grazing (leaving branch bare)			
142	(animal) waving its tail (to shoo insects)			
143	(animal) with elongated spots (becoming stripes)			
144	(animal, meat) become fatty			
145	(animal, person) be very young and small			
146	(animal, person) grow hair			
147	(animal, snake) hibernate, go into a burrow and not come out			
148	(animate plural suffix including human, nouns)			
149	(animate singular suffix including humans, nouns)			
150	(animist) sacrificial altar (wooden or other object onto which blood of sacrificial chickens is poured)			
154	(any) male genital condition			
155	(any) men's palaver shed			
156	(anyone) go in the afternoon			
158	(apparatus) malfunction, not work			
160	(attempt to) pacify (people in a fight)			
161	(baby) have a bone slip or dislocate			
162	(baby) have a mild disease with large sores in the mouth			
163	(bark) be completely removed			
164	(base of wall) become temporarily discolored due to moisture absorbed from the ground			
165	(basis for) being better, source of superiority			
166	(basket, chair) be worn out			
168	(beat) savagely, brutally, mercilessly (adverb)			
171	(beer, milk) be fully fermented			
172	(belly) become skinny (humorous word)			
173	(billy-goat in rut) bellow			
174	(bird being held or tied) break away and fly off			
177	(bird) lie down on its belly			
178	(bird) peck off a little bit of (a fruit)			
179	(bird) soar, fly upwards high into the sky			
180	(bird, airplane) glide			
181	(bird, airplane) gliding (adverb)			
182	(bird, quadruped) lie down on its belly			
187	(blacksmith) do some light tapping with the small hammer			
188	(blacksmith) flatten and widen (piece of metal) by beating			
189	(blacksmith) re-lengthen (old daba blade) by soldering on a new section			
191	(blacksmith) sharpen old blades (verb, perhaps with cognate nominal)			
195	(blade) be sharpened, honed			
197	(blood from a wound) stop bleeding, be stanched			
199	(bone) be slightly fractured			
201	(boy) be circumcised			
202	(boy, or his parents) claim (a girl, as future wife)			
203	(braids) become undone			
204	(branch of a tree laden with fruits) hang down (more or less to the ground)			
205	(branch) be broken off, taking some bark fiber from the trunk			
206	(brash child, joking cousin) take liberties with, pester playfully (sb)			
207	(brick, etc.) be knocked or slide out of position			
208	(bride of three months) return briefly to home village and come back with couscous and condiments for a feast (Najamba practice)			
209	(bride) arrive at husband's house (=get married)			
210	(bride) enter husband's house (=get married)			
211	(bride) move permanently to husband's home			
212	(bull) bellow			
213	(bush, shrub) having dense foliage (adverb)			
214	(buyer) ask seller or transporter to set aside a large lot of merchandise for possible wholesale purchase (to be negotiated)			
215	(by) the grace (e.g. of God)			
216	(calabash) break up into several pieces			
217	(calabash, bowl) tilt somewhat to the side (without spilling contents)			
218	(calabash, joint) slip out of its normal position			
219	(calabash, wall) be decorated with designs			
220	(calabash, waterjar, basket) be flipped over, be upside-down (i.e. with open side down)			
221	(call of laughing dove)			
222	(call of rock pigeon)			
223	(call of speckled pigeon)			
224	(camel) make a gurgling sound (before biting)			
226	(causative suffix, with minor variants parenthesized)			
227	(cause to) fray, unravel (fabric)			
229	(cheek) be puffed up			
230	(chick) emerge from hatched eggshell			
231	(chicken, bird) be seared			
234	(child beggar) sing koranic verses			
235	(child or animal being held or tied) break away suddenly and run off			
236	(child that has grown up somewhat) understand things			
237	(child's head) be soft on top (be a fontanel)			
238	(child's nose) leaking lots of snot			
240	(child) crawl on all fours			
241	(child) crawl on all fours (verb only)			
242	(child) crawl on all fours (with knees on the ground but the torso raised)			
243	(child, pet animal) be pampered or spoiled			
244	(children) brush (sand that collects in a road) to the side, often with a broken piece of wooden eating bowl (the children collect small tips from passing drivers)			
245	(clause-final emphatic particle, warning)			
246	(clause-final emphatic particle. confirming)			
248	(clothing) be half-dry			
249	(clothing) be inside out			
250	(clothing) become tattered			
251	(clouds) thunder without lightning (verb only)			
252	(collective hunt, celebration, etc.) be imminent, be about to happen			
254	(colonial) sector, group of villages with a central authority (one village governing the others)			
255	(colonial) treasurer			
256	(concave object, e.g. calabash, bowl) be hung on sth (e.g. rock)			
259	(container) catch dripping liquid			
260	(container) hermetically sealed, closed with airtight lid (adverb)			
262	(cooked grain) be soggy, doughy			
265	(cowherd) take cows out to pasture at night (3-6 AM)			
266	(cripple) slide along, drag self along (on one's buttocks, using one's hands for propulsion)			
267	(crop plant) emerge as tiny sprouts (a few days after planting)			
268	(crop plant) grow to the point that it covers the brownish earth that was turned up during the first round of weeding			
270	(crowd) break up			
271	(day) be about to break			
273	(deep hole dug for an artificial pond) fill up by small below-surface streams (aquifers)			
274	(definite, invariant morpheme)			
275	(definite, showing agreement, all forms)			
277	(diluted milk or cream of millet, sauce with oil) separate into layers after standing, with the water or oil having risen to the top (needs stirring)			
278	(diluted milk or cream of millet, sauce with oil) that has separated into layers after standing, with the water or oil having risen to the top (needs stirring)			
279	(diviner) find the guilty party by conjuring images in water			
280	(diviner) read tracks of pale fox			
281	(diviner) use twigs to find the guilty one			
284	(doctor) give an injection to, vaccinate			
285	(doctor, healer) perform healing, practice medicine			
286	(doctor, healer) treat (disease)			
287	(doctor, healer) treat (sick person)			
288	(dog etc.) paw the ground with front paws			
291	(dog) give out a howl			
293	(dog) murmur			
294	(dog) yelp			
295	(dog, cat) hold (sth) in its mouth without biting with teeth			
296	(doing sth) avidly, passionately, hungrily, with a powerful desire (adverb)			
297	(donkey) bray			
298	(donkey) kick out with hind leg			
300	(door) be ajar, be slightly open			
301	(door) tightly closed (adverb)			
302	(dripping liquid) fall into (container)			
303	(dripping) one drop at a time			
305	(dying animal) flop around			
306	(e.g. animal) striped (adverb)			
307	(e.g. animal) very fast (=very hot) (intensifier)			
310	(e.g. bird) pass by with a swoosh			
311	(e.g. blind person) groping along (adverb)			
312	(e.g. bucket) be less than completely full (with liquid below the rim)			
313	(e.g. bucket) less than completely full (with liquid below the rim) (adjective)			
314	(e.g. bundle of clothing, large ball of mud) hitting the ground hard (adverb)			
315	(e.g. calabash) be tilted sharply			
316	(e.g. calabash, waterjar) be shattered into tiny pieces			
317	(e.g. camel) lie down on its belly with its front legs folded under its body			
318	(e.g. car, pot) be dented			
320	(e.g. cat) spill (liquid) by pushing over a container			
321	(e.g. caterpillar) bore its way through (stem or grain spike of plant)			
322	(e.g. chair) be rebalanced (e.g. by putting a stone under one leg)			
323	(e.g. child) be raised			
324	(e.g. child) crawl on its belly			
326	(e.g. child) roll (wheel etc.) on the ground			
327	(e.g. child) walking clumsily (adverb)			
328	(e.g. children's) horsing around, rough-housing, playful fighting			
329	(e.g. clothing, wood) be piled up high			
330	(e.g. cold) be excessive, exceed the normal boundary			
331	(e.g. courtyard) become (more) spacious			
332	(e.g. cow horn) be sticking out vertically from the ground			
335	(e.g. do) what one wants, what one feels like			
336	(e.g. donkey) drag along bumpily (fallen rider tangled in reins)			
337	(e.g. door) be wide open, be gaping			
339	(e.g. door) is open			
341	(e.g. door, hat) be rickety, shaky (not framed well)			
342	(e.g. dry grass, thatching) catch fire			
344	(e.g. fallen tree) impede, block the passage of (sb)			
346	(e.g. father) provide liberally for (child)			
347	(e.g. father) set (child) up with (e.g. some start-up capital to launch a business, a goat to start a herd from)			
348	(e.g. father) spit lightly on (e.g. wayward son) as a sign of scolding			
349	(e.g. field, courtyard) completely, every inch (intensifier)			
350	(e.g. flag) flap in the wind			
351	(e.g. flag) flapping in the wind (adverb)			
352	(e.g. garment) be soaking wet			
353	(e.g. garment) become soft and moist			
354	(e.g. garment) become stained			
355	(e.g. garment) exactly the right size			
356	(e.g. garment) on backwards (adverb)			
359	(e.g. gecko lizard) be on (wall)			
360	(e.g. gendarmes) block (road, passage) with a barrier			
361	(e.g. glass) shatter, become shattered or smashed			
362	(e.g. goat) having abundant hairs (adverb)			
363	(e.g. goat) stand on hind legs (to browse in trees)			
364	(e.g. hands, area around lips) become oily (from food or motor oil)			
365	(e.g. hawk) sway from side to side as it glides			
366	(e.g. hawk) very high in the sky			
367	(e.g. head, tip of sth) stick out			
368	(e.g. head, tip of sth) sticking out, extruding, visible from the outside (adverb)			
369	(e.g. herd) be complete, be all accounted for			
371	(e.g. host) act as guide for (a visitor)			
372	(e.g. ice, butter) melt, (iron) become molten			
373	(e.g. infant) walking clumsily, falling often			
374	(e.g. insects) be one on top of the other (like insects copulating)			
375	(e.g. insects) be one on top of the other (verb only)			
376	(e.g. insects) being one on top of the other			
378	(e.g. judge) rule in favor of, side with (sb, in a dispute or debate)			
379	(e.g. knife) sink into (sth), penetrate deeply			
380	(e.g. leg) be bruised			
382	(e.g. loose necklace) keep bouncing off body			
383	(e.g. mango) become over-ripe and soft (but not yet rotten)			
384	(e.g. mat) be laid out			
386	(e.g. mattress, tires) sag slightly under a weight			
387	(e.g. meat) become tender			
391	(e.g. millet plant) cease growing leaves			
393	(e.g. muddied water) become clear (after settling)			
394	(e.g. name temporarily forgotten) slip one's mind			
395	(e.g. old garment) be fragile, delicate, easily torn			
396	(e.g. old man) walk while supporting oneself with a cane or with one's hands			
399	(e.g. pail) overflow			
400	(e.g. pail, jar) brimming, full of liquid up to the rim (adverb)			
401	(e.g. paper) be lined			
402	(e.g. patas monkey) stick out one's leg (toward sb) with the sole of the foot showing			
404	(e.g. people) form a circle, form a ring			
406	(e.g. plant stem) split into two			
407	(e.g. police) crack down on (sb) (heat)			
409	(e.g. rain, talk) happen a second time, be doubled, recur once			
410	(e.g. rainy season) turn out well			
411	(e.g. reptile's skin) become thick			
412	(e.g. rope) be in a clump (not straightened out)			
415	(e.g. season, holiday) be about to happen, be imminent			
416	(e.g. seasonal work, dispute) come to an end, be concluded			
417	(e.g. shoulder) get out of joint, be dislocated			
418	(e.g. skin of dates) become wrinkled			
419	(e.g. snake) meandering, (going) in a zigzag motion			
420	(e.g. snake) raise its head off the ground			
422	(e.g. snake) slough off (shed) its skin			
423	(e.g. sparrow, lizard) slide itself in, slip in (between roof beams, into a narrow hole, etc.)			
424	(e.g. stick) be dropped (by sb)			
426	(e.g. stick) easily broken, fragile, brittle (adverb)			
427	(e.g. stick) emerge from the other side of (a hole)			
428	(e.g. stone, stick) be caught (e.g. wedged between tree branches)			
429	(e.g. stone, stick) become un-caught, get free (after being caught in a tree)			
430	(e.g. storekeeper) do business, buy and sell			
431	(e.g. sugar, money) be used up, be depleted			
432	(e.g. supplies) be lacking			
433	(e.g. tin can) be crushed (flattened)			
434	(e.g. tin can) become crumpled			
436	(e.g. transplanted plant or tree) take root, put down roots			
438	(e.g. two villages) being within sight of each other, closely spaced (adverb)			
439	(e.g. vehicle bogged in mud or water) get unstuck, be extricated after being bogged			
440	(e.g. vehicle driver) slam into and knock down (sb)			
441	(e.g. wild peas) be leached by soaking for a few days			
442	(e.g. wooden door) make a creaking sound			
444	(e.g. wrestler) rub (fallen opponent) into the sand			
445	(e.g. young goats or donkeys) leap, bound, jump up and down friskily			
446	(eager customer or middleman) contact a seller who is on the way to a market (e.g. to reserve an animal or other commodity)			
447	(earth) be saturated with water			
448	(earth, garment) become moist			
449	(earth, mud) be soft and wet (so one's foot may sink deeply into it)			
450	(earth, termite mound) be eroded, crumble or subside due to erosion			
453	(elephant) murmur softly			
455	(enraged person) cool off, recover his/her composure			
456	(entire branch of tree) be ripped off at the trunk (e.g in a storm)			
458	(esp. widow) be in mourning			
459	(event) amaze (sb)			
461	(event) be planned			
462	(event) take place on schedule (not be postponed)			
464	(exclamation of praise, among young people)			
466	(excrement) become somewhat firmer after diarrhoea episodes			
467	(excrement) fill up (in intestines), so that one feels a need to go to the toilet			
469	(eyes) be slightly open			
471	(eyes) slightly open (as when drowsy) (adverb)			
472	(fabric, garment) fray, unravel			
473	(fact of) being, existence			
474	(farmhand) do day labor in the fields			
475	(farmland) be unfertilized, be low in nutrients			
476	(female animal) be in heat (oestrus, rut)			
477	(female animal) miscarry, have a still birth			
478	(female animal) that produces milk but no longer has a suckling (the young one has died or been weaned)			
479	(female) give birth to (baby)			
481	(festivities) be held, take place			
482	(fetishist) practice magic (to solve a problem)			
483	(fire) be lit			
486	(fire) start up again, be rekindled			
487	(fire) wane, begin to die down			
488	(first-time bride) spend the first month with her new husband (before returning to her parents' home for two years, practiced by Nanga and Tommo)			
489	(flames, hot metal) burn or scald the skin of (sb, leaving a dry burn mark on the skin that may later peel off)			
490	(flames, hot metal) burn or scald the skin of (sb, painfully but perhaps without leaving a trace)			
491	(flames, hot metal) seriously burn or scald the skin of (sb, resulting in serious blistering underneath the epidermis)			
492	(fledgling bird) make its first flight			
493	(flesh of body) ache inside due to a blow (e.g. a charley horse a day after being kicked in the calf)			
494	(flour) remain stuck to inside of mortar after pounded flour is poured out			
495	(focus morpheme after focalized NP)			
496	(foetus in egg) take shape, develop into a chick (before hatching)			
497	(folded paper or garment) unfold itself, become unfolded, open up			
498	(foliage) become thick (dense)			
499	(foliage) dry up and lose or change color (before falling)			
500	(food) be steamed			
501	(food) have a taste			
502	(forehead) protruding (with eyes recessed)			
504	(forest) become densely packed with trees close together			
505	(forest, trees) become densely foliated or canopied			
506	(fortune-teller) draw lines in sand			
507	(fortune-teller) tell fortunes in a seance with the ghost of a deceased person			
508	(fortune-teller) toss cowries			
511	(froth) foam up (rising high)			
512	(froth) foaming (adverb)			
513	(frozen nominal suffixes)			
514	(fruit) ripen without having changed color (as it will when fully ripe)			
516	(fruit, e.g. date) become prematurely wrinkled and hard			
517	(full moon) rise with red glow from setting sun			
518	(full or partial) deafness, being hard of hearing			
519	(future negative suffix)			
520	(future positive suffix, not also present)			
521	(future-time same-subject anterior subordinator, e.g. before imperative)			
522	(garment) be in tatters, worn-out			
524	(garment) become dirty, soiled			
525	(garment) become loose-fiiting, outsized			
526	(garment) fit, be the right size for (sb)			
528	(general imperfective positive suffix, present and future, for all persons)			
529	(general imperfective positive, present and future, for 1st/2nd persons only)			
530	(general imperfective positive, present and future, for 3Sg only)			
531	(girl) be circumcised (=excised)			
532	(give sth) freely, for free			
533	(glass, windshield) be cracked (but intact)			
534	(go) freely, without restriction			
535	(going along) bumpily, rubbing hard (e.g. brushing walls as one walks) (adverb)			
540	(gourd fruit) become hard and therefore ready to harvest			
541	(gourd fruit, watermelon) become large and elongated			
542	(grafted plant part) take root			
544	(grasshopper) bite off and eat (millet grains)			
545	(grasshopper) carry (another grasshopper) on its back			
546	(griot) call out (names) (verb only)			
547	(griot) call out the names of ancestors			
548	(griot) chatter			
549	(griot) flatter (sb) with praise			
550	(griot, holy man, sorceror) utter magical spells			
551	(ground) become firm (e.g. sand a day after a rain)			
552	(group, herd) flee en masse			
554	(group, village) collect and pay (tax)			
555	(hair) be disheveled or scrawny			
556	(hairs) fall out			
557	(half-ripe millet grains) oozing latex (milky liquid) (intensifier)			
558	(hands) become oily (from motor oil)			
560	(head) be wounded (so that blood flows)			
561	(head) completely clean-shaven (intensifier)			
562	(head) long and bending forward (so the nape faces up) (adverb)			
563	(head) swaying from side to side (adverb)			
564	(healer) collect (sb's blood, with an animal horn)			
565	(healer) cut (skin) with a blade (to begin a medical bloodletting)			
566	(healer) lance, make an incision in (infected wound) with a blade to let out pus			
567	(healer) suck (blood) noisily into a horn (in one type of medical bloodletting)			
568	(heavy fruit, e.g. mango or coconut) fall off			
569	(heavy suspended object) hanging down, dangling (adverb)			
570	(hem of garment) come undone			
572	(hen) hatch (egg) by pecking			
573	(hen, guinea-fowl) coo or squawk lightly (while laying egg)			
575	(herder) come back with livestock (in the late afternoon)			
576	(herder) go to pasture with livestock			
577	(herder) have (livestock) drink			
578	(herder) have (livestock) graze			
579	(herder) leave in the morning (with herd)			
580	(herder) let (livestock) graze on its own			
581	(herder) move (livestock) out of their pen to go to pasture			
583	(herder) take animals to pasture			
584	(herder) watch over, tend (flock)			
585	(hole) gaping (adverb)			
586	(hole, well) become deep, be deepened			
588	(holy man and his pupils) chant invoking God (after a death, or during an eclipse)			
589	(holy man) spit lightly into his hand (before blessing sb)			
591	(horse) neigh			
592	(horse) prance (hopping with front legs together)			
594	(horse) rear on hind legs			
595	(horse, donkey) gallop at top speed			
596	(horse, donkey) galloping at top speed (adverb)			
597	(horse, donkey) trot			
598	(hortative negative Sg suffix)			
599	(hortative positive suffix, for you-Pl and me)			
600	(hortative positive suffix, for you-Sg and me)			
601	(hot sun) beat down on (sb, sth)			
603	(house, wall) collapse due to rain or flooding			
604	(human plural suffix excluding animals, nouns)			
605	(human singular suffix excluding animals, nouns)			
606	(hunter) have a lot of equipment on, be well-equipped			
607	(hunter, army) kill in large numbers			
608	(hunters) go on a hunting expedition			
611	(imam) read the fixed part of a sermon			
612	(imam) recite a prayer on the two major Muslim holidays			
613	(imperative positive Sg: tones, vocalism for e.g. Cɛ̀Cɛ́ verb)			
614	(imperfective negative for 3Sg only)			
615	(imperfective negative stem for 1st/2nd persons only)			
616	(imperfective negative suffix, all persons)			
618	(in) a little while			
619	(inanimate singular suffix, nouns)			
620	(indirect hortative suffix distinct from regular hortative, as in 'he said, let's go!')			
621	(indirect imperative suffix distinct from regular imperative, as in 'may God...')			
622	(individual) separate oneself (from sth or sb)			
623	(individuals) become separated (from each other)			
625	(individuals) do sth together			
626	(infant) be weaned			
628	(infant) take its first baby steps (while someone holds it up)			
629	(interior of well shaft) be damaged, start to fall apart			
631	(joint) be sprained			
632	(juice of sugar cane or wild grape, or liquid soda ash) thicken and darken into a molasses-like syrup, after boiling			
